value,product_id
DDB13,52a14bb3d2a0e5ce21000008
D34A1,52a14bb3d2a0e5ce21000008
B9120,52a14bb3d2a0e5ce21000008
9524E,52a14bb3d2a0e5ce21000008
385F3,52a14bb3d2a0e5ce21000008
21977,52a14bb3d2a0e5ce21000008
827AC,52a14bb3d2a0e5ce21000008
B3778,52a14bb3d2a0e5ce21000008
1DCE5,52a14bb3d2a0e5ce21000008
00E27,52a14bb3d2a0e5ce21000008
55210,52a14bb3d2a0e5ce21000008
C56C9,52a14bb3d2a0e5ce21000008
32599,52a14bb3d2a0e5ce21000008
B2E11,52a14bb3d2a0e5ce21000008
579F9,52a14bb3d2a0e5ce21000008
EB444,52a14bb3d2a0e5ce21000008
ED894,52a14bb3d2a0e5ce21000008
68425,52a14bb3d2a0e5ce21000008
8F42B,52a14bb3d2a0e5ce21000008
7E044,52a14bb3d2a0e5ce21000008
6AB8E,52a14bb3d2a0e5ce21000008
6AE49,52a14bb3d2a0e5ce21000008
1070C,52a14bb3d2a0e5ce21000008
259E7,52a14bb3d2a0e5ce21000008
5A6FD,52a14bb3d2a0e5ce21000008
8214D,52a14bb3d2a0e5ce21000008
B98B0,52a14bb3d2a0e5ce21000008
69405,52a14bb3d2a0e5ce21000008
4EEB4,52a14bb3d2a0e5ce21000008
DEA9F,52a14bb3d2a0e5ce21000008
68D33,52a14bb3d2a0e5ce21000008
77F88,52a14bb3d2a0e5ce21000008
9D346,52a14bb3d2a0e5ce21000008
FFB20,52a14bb3d2a0e5ce21000008
52384,52a14bb3d2a0e5ce21000008
5527B,52a14bb3d2a0e5ce21000008
0B5AA,52a14bb3d2a0e5ce21000008
EEF1B,52a14bb3d2a0e5ce21000008
E7AF4,52a14bb3d2a0e5ce21000008
52687,52a14bb3d2a0e5ce21000008
BFFAD,52a14bb3d2a0e5ce21000008
94AAF,52a14bb3d2a0e5ce21000008
EA5D2,52a14bb3d2a0e5ce21000008
7CE66,52a14bb3d2a0e5ce21000008
E9242,52a14bb3d2a0e5ce21000008
A00AD,52a14bb3d2a0e5ce21000008
B374A,52a14bb3d2a0e5ce21000008
A1EB0,52a14bb3d2a0e5ce21000008
3839D,52a14bb3d2a0e5ce21000008
0B673,52a14bb3d2a0e5ce21000008
F906C,52a14bb3d2a0e5ce21000008
ADFAF,52a14bb3d2a0e5ce21000008
55A11,52a14bb3d2a0e5ce21000008
D55E9,52a14bb3d2a0e5ce21000008
36287,52a14bb3d2a0e5ce21000008
AE1C0,52a14bb3d2a0e5ce21000008
59A44,52a14bb3d2a0e5ce21000008
7B43D,52a14bb3d2a0e5ce21000008
4E670,52a14bb3d2a0e5ce21000008
9FD81,52a14bb3d2a0e5ce21000008
75E2B,52a14bb3d2a0e5ce21000008
6CF22,52a14bb3d2a0e5ce21000008
E14A9,52a14bb3d2a0e5ce21000008
27B1B,52a14bb3d2a0e5ce21000008
B9177,52a14bb3d2a0e5ce21000008
F40E5,52a14bb3d2a0e5ce21000008
E595B,52a14bb3d2a0e5ce21000008
89CAB,52a14bb3d2a0e5ce21000008
84990,52a14bb3d2a0e5ce21000008
83355,52a14bb3d2a0e5ce21000008
F2D96,52a14bb3d2a0e5ce21000008
BD532,52a14bb3d2a0e5ce21000008
534A1,52a14bb3d2a0e5ce21000008
8D150,52a14bb3d2a0e5ce21000008
43ACD,52a14bb3d2a0e5ce21000008
F668D,52a14bb3d2a0e5ce21000008
4DE2F,52a14bb3d2a0e5ce21000008
30D8E,52a14bb3d2a0e5ce21000008
18120,52a14bb3d2a0e5ce21000008
9F75F,52a14bb3d2a0e5ce21000008
BB21E,52a14bb3d2a0e5ce21000008
EE52D,52a14bb3d2a0e5ce21000008
9A345,52a14bb3d2a0e5ce21000008
6EFA4,52a14bb3d2a0e5ce21000008
91A2D,52a14bb3d2a0e5ce21000008
9682C,52a14bb3d2a0e5ce21000008
94AAA,52a14bb3d2a0e5ce21000008
5304A,52a14bb3d2a0e5ce21000008
B521E,52a14bb3d2a0e5ce21000008
CDCE6,52a14bb3d2a0e5ce21000008
43625,52a14bb3d2a0e5ce21000008
BD2A9,52a14bb3d2a0e5ce21000008
EB2ED,52a14bb3d2a0e5ce21000008
9252F,52a14bb3d2a0e5ce21000008
A44D8,52a14bb3d2a0e5ce21000008
00231,52a14bb3d2a0e5ce21000008
DE1D2,52a14bb3d2a0e5ce21000008
DDA32,52a14bb3d2a0e5ce21000008
644E6,52a14bb3d2a0e5ce21000008
D8F72,52a14bb3d2a0e5ce21000008
4129D,52a14bb3d2a0e5ce21000008
B0535,52a14bb3d2a0e5ce21000008
51FE8,52a14bb3d2a0e5ce21000008
3C8CA,52a14bb3d2a0e5ce21000008
B40F3,52a14bb3d2a0e5ce21000008
42C81,52a14bb3d2a0e5ce21000008
F2AC3,52a14bb3d2a0e5ce21000008
39D7D,52a14bb3d2a0e5ce21000008
9DC2E,52a14bb3d2a0e5ce21000008
B9909,52a14bb3d2a0e5ce21000008
9521D,52a14bb3d2a0e5ce21000008
F92B2,52a15064d2a0e5ce2100000e
6C2BD,52a15064d2a0e5ce2100000e
5F4CE,52a15064d2a0e5ce2100000e
86398,52a15064d2a0e5ce2100000e
59B77,52a15064d2a0e5ce2100000e
90B04,52a15064d2a0e5ce2100000e
8927D,52a15064d2a0e5ce2100000e
4F25F,52a15064d2a0e5ce2100000e
F24B3,52a15064d2a0e5ce2100000e
03209,52a15064d2a0e5ce2100000e
4EDC1,52a15064d2a0e5ce2100000e
72C13,52a15064d2a0e5ce2100000e
38163,52a15064d2a0e5ce2100000e
52E4D,52a15064d2a0e5ce2100000e
F3D04,52a15064d2a0e5ce2100000e
F6FB3,52a15064d2a0e5ce2100000e
98717,52a15064d2a0e5ce2100000e
93E0A,52a15064d2a0e5ce2100000e
BF3D3,52a15064d2a0e5ce2100000e
FC8CF,52a15064d2a0e5ce2100000e
B1715,52a15064d2a0e5ce2100000e
36EB0,52a15064d2a0e5ce2100000e
3EE41,52a15064d2a0e5ce2100000e
DE4C2,52a15064d2a0e5ce2100000e
23578,52a15064d2a0e5ce2100000e
3D360,52a15064d2a0e5ce2100000e
56E7A,52a15064d2a0e5ce2100000e
E6641,52a15064d2a0e5ce2100000e
69069,52a15064d2a0e5ce2100000e
120EC,52a15064d2a0e5ce2100000e
4CA26,52a15064d2a0e5ce2100000e
EA5C6,52a15064d2a0e5ce2100000e
D4194,52a15064d2a0e5ce2100000e
D6460,52a15064d2a0e5ce2100000e
158F4,52a15064d2a0e5ce2100000e
BE1FE,52a15064d2a0e5ce2100000e
E38FE,52a15064d2a0e5ce2100000e
47B0B,52a15064d2a0e5ce2100000e
B95EB,52a15064d2a0e5ce2100000e
192B6,52a15064d2a0e5ce2100000e
97F5B,52a15064d2a0e5ce2100000e
81FB7,52a15064d2a0e5ce2100000e
9096B,52a15064d2a0e5ce2100000e
740C2,52a15064d2a0e5ce2100000e
9A4C9,52a15064d2a0e5ce2100000e
4ED3A,52a15064d2a0e5ce2100000e
E127D,52a15064d2a0e5ce2100000e
F4FF3,52a15064d2a0e5ce2100000e
8521D,52a15064d2a0e5ce2100000e
5A251,52a15064d2a0e5ce2100000e
0B531,52a14f8ed2a0e5e7c0000006
CA6F8,52a14f8ed2a0e5e7c0000006
4848D,52a14f8ed2a0e5e7c0000006
5FA5F,52a14f8ed2a0e5e7c0000006
1BDC7,52a14f8ed2a0e5e7c0000006
63D36,52a14f8ed2a0e5e7c0000006
AF4A0,52a14f8ed2a0e5e7c0000006
A27AB,52a14f8ed2a0e5e7c0000006
FCFD7,52a14f8ed2a0e5e7c0000006
6134C,52a14f8ed2a0e5e7c0000006
44419,52a14f8ed2a0e5e7c0000006
AF354,52a14f8ed2a0e5e7c0000006
65BA2,52a14f8ed2a0e5e7c0000006
4D77B,52a14f8ed2a0e5e7c0000006
A1104,52a14f8ed2a0e5e7c0000006
913ED,52a14f8ed2a0e5e7c0000006
2EBE3,52a14f8ed2a0e5e7c0000006
53225,52a14f8ed2a0e5e7c0000006
9C8C9,52a14f8ed2a0e5e7c0000006
AE60B,52a14f8ed2a0e5e7c0000006
3897A,52a14f8ed2a0e5e7c0000006
1CE23,52a14f8ed2a0e5e7c0000006
45831,52a14f8ed2a0e5e7c0000006
4D113,52a14f8ed2a0e5e7c0000006
CD168,52a14f8ed2a0e5e7c0000006
16059,52a14f8ed2a0e5e7c0000006
A0687,52a14f8ed2a0e5e7c0000006
EFDD2,52a14f8ed2a0e5e7c0000006
685D5,52a14f8ed2a0e5e7c0000006
9565B,52a14f8ed2a0e5e7c0000006
C667F,52a14f8ed2a0e5e7c0000006
5C7F4,52a14f8ed2a0e5e7c0000006
F3C69,52a14f8ed2a0e5e7c0000006
A9D5D,52a14f8ed2a0e5e7c0000006
094FA,52a14f8ed2a0e5e7c0000006
BB4E0,52a14f8ed2a0e5e7c0000006
F949F,52a14f8ed2a0e5e7c0000006
B8BA2,52a14f8ed2a0e5e7c0000006
7B237,52a14f8ed2a0e5e7c0000006
1ADDD,52a14f8ed2a0e5e7c0000006
87C7E,52a14f8ed2a0e5e7c0000006
553E3,52a14f8ed2a0e5e7c0000006
2AAB2,52a14f8ed2a0e5e7c0000006
61824,52a14f8ed2a0e5e7c0000006
10AED,52a14f8ed2a0e5e7c0000006
0B604,52a14f8ed2a0e5e7c0000006
3F206,52a14f8ed2a0e5e7c0000006
DD398,52a14f8ed2a0e5e7c0000006
96E13,52a14f8ed2a0e5e7c0000006
07869,52a14f8ed2a0e5e7c0000006
5F4E0,52a14d09d2a0e5ce2100000a
48CD7,52a14d09d2a0e5ce2100000a
E7A19,52a14d09d2a0e5ce2100000a
48BCE,52a14d09d2a0e5ce2100000a
74BD0,52a14d09d2a0e5ce2100000a
8C72C,52a14d09d2a0e5ce2100000a
91E64,52a14d09d2a0e5ce2100000a
F416A,52a14d09d2a0e5ce2100000a
B4F28,52a14d09d2a0e5ce2100000a
41B84,52a14d09d2a0e5ce2100000a
CD38C,52a14d09d2a0e5ce2100000a
14EDF,52a14d09d2a0e5ce2100000a
43F0F,52a14d09d2a0e5ce2100000a
23C34,52a14d09d2a0e5ce2100000a
9CB37,52a14d09d2a0e5ce2100000a
8B1B5,52a14d09d2a0e5ce2100000a
98367,52a14d09d2a0e5ce2100000a
30947,52a14d09d2a0e5ce2100000a
A1653,52a14d09d2a0e5ce2100000a
F0D60,52a14d09d2a0e5ce2100000a
5BAEB,52a14d09d2a0e5ce2100000a
1D066,52a14d09d2a0e5ce2100000a
445A3,52a14d09d2a0e5ce2100000a
A42F2,52a14d09d2a0e5ce2100000a
2E514,52a14d09d2a0e5ce2100000a
C4647,52a14d09d2a0e5ce2100000a
969EF,52a14d09d2a0e5ce2100000a
8AA88,52a14d09d2a0e5ce2100000a
FC432,52a14d09d2a0e5ce2100000a
E3493,52a14d09d2a0e5ce2100000a
3EBB1,52a14d09d2a0e5ce2100000a
6106B,52a14d09d2a0e5ce2100000a
E38D5,52a14d09d2a0e5ce2100000a
8D157,52a14d09d2a0e5ce2100000a
B0471,52a14d09d2a0e5ce2100000a
F8557,52a14d09d2a0e5ce2100000a
34760,52a14d09d2a0e5ce2100000a
CA9DA,52a14d09d2a0e5ce2100000a
95C78,52a14d09d2a0e5ce2100000a
CF723,52a14d09d2a0e5ce2100000a
A9A52,52a14d09d2a0e5ce2100000a
93062,52a14d09d2a0e5ce2100000a
F270B,52a14d09d2a0e5ce2100000a
DD414,52a14d09d2a0e5ce2100000a
2A47E,52a14d09d2a0e5ce2100000a
6F5D9,52a14d09d2a0e5ce2100000a
D653C,52a14d09d2a0e5ce2100000a
A6423,52a14d09d2a0e5ce2100000a
84A11,52a14d09d2a0e5ce2100000a
B21D4,52a14d09d2a0e5ce2100000a
16F75,52a1e9de63f3403eb5000001
FB1F5,52a1e9de63f3403eb5000001
5116B,52a1e9de63f3403eb5000001
07B9E,52a1e9de63f3403eb5000001
FDED3,52a1e9de63f3403eb5000001
1C7AA,52a1e9de63f3403eb5000001
20F9F,52a1e9de63f3403eb5000001
51DF5,52a1e9de63f3403eb5000001
13F33,52a1e9de63f3403eb5000001
19DDA,52a1e9de63f3403eb5000001
F9902,52a1e9de63f3403eb5000001
E3EC6,52a1e9de63f3403eb5000001
123C5,52a1e9de63f3403eb5000001
047E4,52a1e9de63f3403eb5000001
C41AA,52a1e9de63f3403eb5000001
48DBA,52a1e9de63f3403eb5000001
2081C,52a1e9de63f3403eb5000001
98181,52a1e9de63f3403eb5000001
F4611,52a1e9de63f3403eb5000001
C1F0B,52a1e9de63f3403eb5000001
1D7DE,52a1e9de63f3403eb5000001
50A50,52a1e9de63f3403eb5000001
32F76,52a1e9de63f3403eb5000001
87DAB,52a1e9de63f3403eb5000001
72571,52a1e9de63f3403eb5000001
AFFB2,52a1e9de63f3403eb5000001
5F1ED,52a1e9de63f3403eb5000001
B638B,52a1e9de63f3403eb5000001
195A7,52a1e9de63f3403eb5000001
8C525,52a1e9de63f3403eb5000001
72B92,52a1e9de63f3403eb5000001
64AC7,52a1e9de63f3403eb5000001
FA321,52a1e9de63f3403eb5000001
BBFCC,52a1e9de63f3403eb5000001
4787F,52a1e9de63f3403eb5000001
66003,52a1e9de63f3403eb5000001
67076,52a1e9de63f3403eb5000001
798F0,52a1e9de63f3403eb5000001
842BD,52a1e9de63f3403eb5000001
80BB9,52a1e9de63f3403eb5000001
862C4,52a1e9de63f3403eb5000001
23FE0,52a1e9de63f3403eb5000001
6E429,52a1e9de63f3403eb5000001
4DAB2,52a1e9de63f3403eb5000001
30BA5,52a1e9de63f3403eb5000001
E2BBA,52a1e9de63f3403eb5000001
8344B,52a1e9de63f3403eb5000001
53DBC,52a1e9de63f3403eb5000001
9E87D,52a1e9de63f3403eb5000001
469BF,52a1e9de63f3403eb5000001
10EBB,52a151f6d2a0e5ce2100000f
9F029,52a151f6d2a0e5ce2100000f
8130F,52a151f6d2a0e5ce2100000f
54D1A,52a151f6d2a0e5ce2100000f
4E534,52a151f6d2a0e5ce2100000f
4D803,52a151f6d2a0e5ce2100000f
