value,product_id
3622D,5373e4626c75e815f5000001
A7EEE,5373e4626c75e815f5000001
09883,5373e4626c75e815f5000001
A63C6,5373e4626c75e815f5000001
5C6B6,5373e4626c75e815f5000001
E57A4,5373e4626c75e815f5000001
CBB45,5373e4626c75e815f5000001
82724,5373e4626c75e815f5000001
01433,5373e4626c75e815f5000001
820E9,5373e4626c75e815f5000001
A8181,5373e4626c75e815f5000001
70F3D,5373e4626c75e815f5000001
E90B9,5373e4626c75e815f5000001
0BFF3,5373e4626c75e815f5000001
5F5D5,5373e4626c75e815f5000001
56DEA,5373e4626c75e815f5000001
6BB29,5373e4626c75e815f5000001
FC8FF,5373e4626c75e815f5000001
A5EFE,5373e4626c75e815f5000001
DAD8A,5373e4626c75e815f5000001
DA5F6,5373e4626c75e815f5000001
96A34,5373e4626c75e815f5000001
DB5B7,5373e4626c75e815f5000001
46734,5373e4626c75e815f5000001
BD6AC,5373e4626c75e815f5000001
0B7BF,5373e4626c75e815f5000001
96F8D,5373e4626c75e815f5000001
E8D15,5373e4626c75e815f5000001
4C6DD,5373e4626c75e815f5000001
8452B,5373e4626c75e815f5000001
7DFCB,5373e4626c75e815f5000001
CD3EC,5373e4626c75e815f5000001
D328C,5373e4626c75e815f5000001
BFC87,5373e4626c75e815f5000001
1CB31,5373e4626c75e815f5000001
DB11D,5373e4626c75e815f5000001
CBFC3,5373e4626c75e815f5000001
0C136,5373e4626c75e815f5000001
55F32,5373e4626c75e815f5000001
2A08A,5373e4626c75e815f5000001
6F4A9,5373e4626c75e815f5000001
755D1,5373e4626c75e815f5000001
C3665,5373e4626c75e815f5000001
A725F,5373e4626c75e815f5000001
59C8F,5373e4626c75e815f5000001
5F14E,5373e4626c75e815f5000001
238BE,5373e4626c75e815f5000001
BF48A,5373e4626c75e815f5000001
489C6,5373e4626c75e815f5000001
ACFB9,5373e4626c75e815f5000001
83EC6,5373e4626c75e815f5000001
2E4D4,5373e4626c75e815f5000001
0DF9B,5373e4626c75e815f5000001
CD974,5373e4626c75e815f5000001
8CCD1,5373e4626c75e815f5000001
46291,5373e4626c75e815f5000001
FDC0C,5373e4626c75e815f5000001
01B4C,5373e4626c75e815f5000001
49949,5373e4626c75e815f5000001
469A6,5373e4626c75e815f5000001
62CD5,5373e4626c75e815f5000001
CCBC2,5373e4626c75e815f5000001
033F9,5373e4626c75e815f5000001
96C28,5373e4626c75e815f5000001
81502,5373e4626c75e815f5000001
150F6,5373e4626c75e815f5000001
964FA,5373e4626c75e815f5000001
91C0A,5373e4626c75e815f5000001
40CE5,5373e4626c75e815f5000001
BE1F7,5373e4626c75e815f5000001
9B50C,5373e4626c75e815f5000001
DAC82,5373e4626c75e815f5000001
040D6,5373e4626c75e815f5000001
D9D82,5373e4626c75e815f5000001
2C422,5373e4626c75e815f5000001
A0B91,5373e4626c75e815f5000001
6B0F6,5373e4626c75e815f5000001
286D6,5373e4626c75e815f5000001
33480,5373e4626c75e815f5000001
33207,5373e4626c75e815f5000001
77DC0,5373e4626c75e815f5000001
E6A21,5373e4626c75e815f5000001
01A47,5373e4626c75e815f5000001
4B824,5373e4626c75e815f5000001
A09CB,5373e4626c75e815f5000001
59D66,5373e4626c75e815f5000001
396C4,5373e4626c75e815f5000001
9257B,5373e4626c75e815f5000001
B4F6D,5373e4626c75e815f5000001
91553,5373e4626c75e815f5000001
9DDE3,5373e4626c75e815f5000001
3BFBB,5373e4626c75e815f5000001
6AB6A,5373e4626c75e815f5000001
136FE,5373e4626c75e815f5000001
F1063,5373e4626c75e815f5000001
4363E,5373e4626c75e815f5000001
ECDD7,5373e4626c75e815f5000001
1383E,5373e4626c75e815f5000001
239C0,5373e4626c75e815f5000001
A9793,5373e4626c75e815f5000001
8CBF8,5373e4626c75e815f5000001
F53FF,5373e4626c75e815f5000001
53264,5373e4626c75e815f5000001
AC43F,5373e4626c75e815f5000001
2E6B3,5373e4626c75e815f5000001
DABC2,5373e4626c75e815f5000001
4A683,5373e4626c75e815f5000001
FEC81,5373e4626c75e815f5000001
8AF5C,5373e4626c75e815f5000001
0F4AA,5373e4626c75e815f5000001
86D76,5373e413b969d9e90e000001
0CE44,5373e413b969d9e90e000001
19B61,5373e413b969d9e90e000001
0F398,5373e413b969d9e90e000001
7D6AD,5373e413b969d9e90e000001
13C39,5373e413b969d9e90e000001
E9BB0,5373e413b969d9e90e000001
AC5F6,5373e413b969d9e90e000001
2DF04,5373e413b969d9e90e000001
689CB,5373e413b969d9e90e000001
5F08F,5373e413b969d9e90e000001
5144C,5373e413b969d9e90e000001
2318E,5373e413b969d9e90e000001
D1091,5373e413b969d9e90e000001
97A8B,5373e413b969d9e90e000001
3A7FA,5373e413b969d9e90e000001
6A28E,5373e413b969d9e90e000001
E7D6D,5373e413b969d9e90e000001
878CD,5373e413b969d9e90e000001
57C0D,5373e413b969d9e90e000001
36E57,5373e413b969d9e90e000001
92167,5373e413b969d9e90e000001
C3DDF,5373e413b969d9e90e000001
165F5,5373e413b969d9e90e000001
E997C,5373e413b969d9e90e000001
754FB,5373e413b969d9e90e000001
E7BD0,5373e413b969d9e90e000001
0D82E,5373e413b969d9e90e000001
A09CC,5373e413b969d9e90e000001
A8546,5373e413b969d9e90e000001
83FB2,5373e413b969d9e90e000001
DD51E,5373e413b969d9e90e000001
1B991,5373e413b969d9e90e000001
2A1DD,5373e413b969d9e90e000001
33B20,5373e413b969d9e90e000001
32469,5373e413b969d9e90e000001
2BD20,5373e413b969d9e90e000001
22CF6,5373e413b969d9e90e000001
D44D6,5373e413b969d9e90e000001
63B75,5373e413b969d9e90e000001
CA5F2,5373e413b969d9e90e000001
E7023,5373e413b969d9e90e000001
B38F9,5373e413b969d9e90e000001
ED68E,5373e413b969d9e90e000001
3915B,5373e413b969d9e90e000001
BE34C,5373e413b969d9e90e000001
4CAAE,5373e413b969d9e90e000001
FDA67,5373e413b969d9e90e000001
CAC01,5373e413b969d9e90e000001
5166C,5373e413b969d9e90e000001
EED2F,5373e413b969d9e90e000001
312D7,5373e413b969d9e90e000001
894B2,5373e413b969d9e90e000001
2E135,5373e413b969d9e90e000001
FDCC5,5373e413b969d9e90e000001
8C265,5373e413b969d9e90e000001
EAD3D,5373e413b969d9e90e000001
E2017,5373e413b969d9e90e000001
96E0C,5373e413b969d9e90e000001
69487,5373e413b969d9e90e000001
C6BBF,5373e413b969d9e90e000001
217DC,5373e413b969d9e90e000001
25643,5373e413b969d9e90e000001
B6FBD,5373e413b969d9e90e000001
14E9D,5373e413b969d9e90e000001
36FE8,5373e413b969d9e90e000001
FA356,5373e413b969d9e90e000001
57DDD,5373e413b969d9e90e000001
4AD09,5373e413b969d9e90e000001
B552E,5373e413b969d9e90e000001
7C6B0,5373e413b969d9e90e000001
5379B,5373e413b969d9e90e000001
5F28E,5373e413b969d9e90e000001
6473B,5373e413b969d9e90e000001
32E7E,5373e413b969d9e90e000001
A745B,5373e413b969d9e90e000001
899BB,5373e413b969d9e90e000001
DCB2D,5373e413b969d9e90e000001
DF178,5373e413b969d9e90e000001
967CE,5373e413b969d9e90e000001
DF6D9,5373e413b969d9e90e000001
9E20B,5373e413b969d9e90e000001
0D18A,5373e413b969d9e90e000001
349D1,5373e413b969d9e90e000001
4875C,5373e413b969d9e90e000001
BE13B,5373e413b969d9e90e000001
C263A,5373e413b969d9e90e000001
49081,5373e413b969d9e90e000001
8CA45,5373e413b969d9e90e000001
A4127,5373e413b969d9e90e000001
E9FE4,5373e413b969d9e90e000001
FC304,5373e413b969d9e90e000001
7F4BC,5373e413b969d9e90e000001
69727,5373e413b969d9e90e000001
AC4BF,5373e413b969d9e90e000001
D0256,5373e413b969d9e90e000001
2E634,5373e413b969d9e90e000001
9AF1B,5373e413b969d9e90e000001
54568,5373e413b969d9e90e000001
EA1E9,5373e413b969d9e90e000001
0EC64,5373e413b969d9e90e000001
7313D,5373e413b969d9e90e000001
28898,5373e413b969d9e90e000001
A1E9D,5373e413b969d9e90e000001
1804F,5373e413b969d9e90e000001
B7D4D,5373e413b969d9e90e000001
49A93,5373e413b969d9e90e000001
E7B4A,5373e413b969d9e90e000001
A24CB,5373e413b969d9e90e000001
52A2C,5373e413b969d9e90e000001
16D94,5373e413b969d9e90e000001
DDE6E,5373e413b969d9e90e000001
FE3E6,5373e413b969d9e90e000001
CF611,5373e413b969d9e90e000001
B8D9E,5373e413b969d9e90e000001
7F627,5373e413b969d9e90e000001
15F24,5373e413b969d9e90e000001
C89AC,5373e413b969d9e90e000001
2940A,5373e413b969d9e90e000001
3F7F4,5373e413b969d9e90e000001
FBD1A,5373e413b969d9e90e000001
1107B,5373e413b969d9e90e000001
0BBF1,5373e413b969d9e90e000001
B6DE5,5373e413b969d9e90e000001
C8783,5373e413b969d9e90e000001
EEAF8,5373e413b969d9e90e000001
51371,5373e413b969d9e90e000001
8808B,5373e413b969d9e90e000001
FCB4D,5373e413b969d9e90e000001
E29B2,5373e413b969d9e90e000001
AF54E,5373e413b969d9e90e000001
76A87,5373e413b969d9e90e000001
1B7E3,5373e413b969d9e90e000001
FBAAE,5373e413b969d9e90e000001
DA3FB,5373e413b969d9e90e000001
CDA87,5373e413b969d9e90e000001
34E6B,5373e413b969d9e90e000001
B9026,5373e413b969d9e90e000001
448BE,5373e413b969d9e90e000001
80435,5373e413b969d9e90e000001
F20CC,5373e413b969d9e90e000001
76F4E,5373e413b969d9e90e000001
4E780,5373e413b969d9e90e000001
BD838,5373e413b969d9e90e000001
17678,5373e413b969d9e90e000001
E7BD9,5373e413b969d9e90e000001
3EC1E,5373e413b969d9e90e000001
EDE76,5373e413b969d9e90e000001
FD4EC,5373e413b969d9e90e000001
35B2B,5373e413b969d9e90e000001
19B43,5373e4416c75e8a902000001
EB155,5373e4416c75e8a902000001
5A08C,5373e4416c75e8a902000001
28BAA,5373e4416c75e8a902000001
16FFF,5373e4416c75e8a902000001
60078,5373e4416c75e8a902000001
ABE01,5373e4416c75e8a902000001
FD819,5373e4416c75e8a902000001
E084F,5373e4416c75e8a902000001
22EA3,5373e4416c75e8a902000001
312D4,5373e4416c75e8a902000001
699D3,5373e4416c75e8a902000001
2B6D4,5373e4416c75e8a902000001
5FD28,5373e4416c75e8a902000001
A63F7,5373e4416c75e8a902000001
E1249,5373e4416c75e8a902000001
3C80A,5373e4416c75e8a902000001
0C926,5373e4416c75e8a902000001
9AD01,5373e4416c75e8a902000001
01F22,5373e4416c75e8a902000001
CBAA8,5373e4416c75e8a902000001
3820B,5373e4416c75e8a902000001
A4306,5373e4416c75e8a902000001
10649,5373e4416c75e8a902000001
7748B,5373e4416c75e8a902000001
63E24,5373e4416c75e8a902000001
A3BF0,5373e4416c75e8a902000001
C2ADC,5373e4416c75e8a902000001
7575E,5373e4416c75e8a902000001
D5411,5373e4416c75e8a902000001
B1AEA,5373e4416c75e8a902000001
F2EBE,5373e4416c75e8a902000001
A2539,5373e4416c75e8a902000001
DB6E6,5373e4416c75e8a902000001
95B2F,5373e4416c75e8a902000001
D5BEC,5373e4416c75e8a902000001
DFEF2,5373e4416c75e8a902000001
E4D37,5373e4416c75e8a902000001
08AAC,5373e4416c75e8a902000001
D89CB,5373e4416c75e8a902000001
8C08B,5373e4416c75e8a902000001
B045C,5373e4416c75e8a902000001
4B9F4,5373e4416c75e8a902000001
6C6DA,5373e4416c75e8a902000001
10DC5,5373e4416c75e8a902000001
3C319,5373e4416c75e8a902000001
ECC0B,5373e4416c75e8a902000001
F9E77,5373e4416c75e8a902000001
D67DE,5373e4416c75e8a902000001
E9893,5373e4416c75e8a902000001
9ACAD,5373e4416c75e8a902000001
4E6D9,5373e4416c75e8a902000001
DEFB9,5373e4416c75e8a902000001
C9906,5373e4416c75e8a902000001
F9404,5373e4416c75e8a902000001
BEFE6,5373e4416c75e8a902000001
8E3A5,5373e4416c75e8a902000001
B6701,5373e4416c75e8a902000001
C69EF,5373e4416c75e8a902000001
81B38,5373e4416c75e8a902000001
86A5A,5373e4416c75e8a902000001
AEB76,5373e4416c75e8a902000001
ACB38,5373e4416c75e8a902000001
9B0D5,5373e4416c75e8a902000001
FB36A,5373e4416c75e8a902000001
659C7,5373e4416c75e8a902000001
C44A8,5373e4416c75e8a902000001
5CBD7,5373e4416c75e8a902000001
1DB05,5373e4416c75e8a902000001
C7551,5373e4416c75e8a902000001
48F94,5373e4416c75e8a902000001
3ADB8,5373e4416c75e8a902000001
72ED5,5373e4416c75e8a902000001
065FD,5373e4416c75e8a902000001
33BC0,5373e4416c75e8a902000001
5481F,5373e4416c75e8a902000001
70B18,5373e4416c75e8a902000001
9E400,5373e4416c75e8a902000001
A91DF,5373e4416c75e8a902000001
EB005,5373e4416c75e8a902000001
C43A3,5373e4416c75e8a902000001
AFB97,5373e4416c75e8a902000001
8578D,5373e4416c75e8a902000001
66DDE,5373e4416c75e8a902000001
7D90C,5373e4416c75e8a902000001
A572E,5373e4416c75e8a902000001
6974B,5373e4416c75e8a902000001
7E3DC,5373e4416c75e8a902000001
D3579,5373e4416c75e8a902000001
4B654,5373e4416c75e8a902000001
139FC,5373e4416c75e8a902000001
5E798,5373e4416c75e8a902000001
C552C,5373e4416c75e8a902000001
0F9B0,5373e4416c75e8a902000001
7324D,5373e4416c75e8a902000001
37BC4,5373e4416c75e8a902000001
31090,5373e4416c75e8a902000001
81D94,5373e4416c75e8a902000001
733BF,5373e4416c75e8a902000001
E8F70,5373e4416c75e8a902000001
7AE67,5373e4416c75e8a902000001
CE0E8,5373e4416c75e8a902000001
D5F81,5373e4416c75e8a902000001
8BD4B,5373e4416c75e8a902000001
C8D62,5373e4416c75e8a902000001
FADD9,5373e4416c75e8a902000001
2353C,5373e4416c75e8a902000001
37AA0,5373e4416c75e8a902000001
E9FF2,5373e4416c75e8a902000001
374ED,5373e4416c75e8a902000001
A353C,5373e4416c75e8a902000001
EA7D7,5373e4416c75e8a902000001
ADD7C,5373e4416c75e8a902000001
F02AE,5373e4416c75e8a902000001
9A08D,5373e4416c75e8a902000001
8B8EB,5373e4416c75e8a902000001
1DBCB,5373e4416c75e8a902000001
0924F,5373e4416c75e8a902000001
7D76A,5373e4416c75e8a902000001
206DC,5373e4416c75e8a902000001
CEA48,5373e4416c75e8a902000001
128E6,5373e4416c75e8a902000001
BC987,5373e4416c75e8a902000001
EBB37,5373e4416c75e8a902000001
87354,5373e4416c75e8a902000001
B4738,5373e4416c75e8a902000001
5A16D,5373e4416c75e8a902000001
69B31,5373e4416c75e8a902000001
1606C,5373e4416c75e8a902000001
CEEF9,5373e4416c75e8a902000001
B53E7,5373e4416c75e8a902000001
CE188,5373e4416c75e8a902000001
BA802,5373e4416c75e8a902000001
909B1,5373e4416c75e8a902000001
29ED2,5373e4416c75e8a902000001
BE700,5373e4416c75e8a902000001
